time,gc,lat,lon,date
1486324234,32,40.1025106,-88.238047,2/5/2017 19:50
1486324235,32,40.1025106,-88.238047,2/5/2017 19:50
1486324236,32,40.1025106,-88.238047,2/5/2017 19:50
1486324237,32,40.1025106,-88.238047,2/5/2017 19:50
1486391029,34,40.1027826,-88.2387217,2/6/2017 14:23
1486391030,33,40.1027264,-88.2387014,2/6/2017 14:23
1486391031,21,40.1027264,-88.2387014,2/6/2017 14:23
1486391032,33,40.1026573,-88.2386745,2/6/2017 14:23
1486391033,24,40.1026573,-88.2386745,2/6/2017 14:23
1486391034,32,40.1026228,-88.2386544,2/6/2017 14:23
1486391035,37,40.102607,-88.2386461,2/6/2017 14:23
1486391036,29,40.102607,-88.2386461,2/6/2017 14:23
1486391037,29,40.1025932,-88.2386322,2/6/2017 14:23
1486391038,29,40.1025932,-88.2386322,2/6/2017 14:23
1486391040,26,40.1025932,-88.2386322,2/6/2017 14:24
1486391041,38,40.1025932,-88.2386322,2/6/2017 14:24
1486391042,31,40.1026023,-88.2386341,2/6/2017 14:24
1486391043,31,40.1026023,-88.2386341,2/6/2017 14:24
1486391044,34,40.1026023,-88.2386341,2/6/2017 14:24
1486391045,35,40.1026023,-88.2386341,2/6/2017 14:24
1486391046,31,40.1026023,-88.2386341,2/6/2017 14:24
1486391047,37,40.1026023,-88.2386341,2/6/2017 14:24
1486391048,22,40.1026023,-88.2386341,2/6/2017 14:24
1486391049,29,40.1026023,-88.2386341,2/6/2017 14:24
1486391050,32,40.1026023,-88.2386341,2/6/2017 14:24
1486391051,34,40.1026023,-88.2386341,2/6/2017 14:24
1486391052,27,40.1026023,-88.2386341,2/6/2017 14:24
1486391053,29,40.1026023,-88.2386341,2/6/2017 14:24
1486391054,35,40.1026023,-88.2386341,2/6/2017 14:24
1486391055,30,40.1026023,-88.2386341,2/6/2017 14:24
1486391057,33,40.1026023,-88.2386341,2/6/2017 14:24
1486391058,34,40.1026023,-88.2386341,2/6/2017 14:24
1486391059,19,40.1026023,-88.2386341,2/6/2017 14:24
1486391060,41,40.1026023,-88.2386341,2/6/2017 14:24
1486391061,33,40.1026023,-88.2386341,2/6/2017 14:24
1486391062,27,40.1026023,-88.2386341,2/6/2017 14:24
1486391063,31,40.1026023,-88.2386218,2/6/2017 14:24
1486391064,38,40.1026023,-88.2386218,2/6/2017 14:24
1486391065,33,40.1026023,-88.2386218,2/6/2017 14:24
1486391066,36,40.1026023,-88.2386218,2/6/2017 14:24
1486391067,30,40.1026023,-88.2386218,2/6/2017 14:24
1486391068,36,40.1026023,-88.2386218,2/6/2017 14:24
1486391069,22,40.1026023,-88.2386218,2/6/2017 14:24
1486391070,24,40.1026023,-88.2386218,2/6/2017 14:24
1486391071,32,40.1026023,-88.2386218,2/6/2017 14:24
1486391072,37,40.1026023,-88.2386218,2/6/2017 14:24
1486391073,37,40.1026023,-88.2386218,2/6/2017 14:24
1486391074,31,40.1026023,-88.2386218,2/6/2017 14:24
1486391076,40,40.1026023,-88.2386218,2/6/2017 14:24
1486391077,32,40.1026023,-88.2386218,2/6/2017 14:24
1486391078,31,40.1026023,-88.2386218,2/6/2017 14:24
1486391079,30,40.1026023,-88.2386218,2/6/2017 14:24
1486391080,35,40.1026023,-88.2386218,2/6/2017 14:24
1486391081,41,40.1026023,-88.2386218,2/6/2017 14:24
1486391082,36,40.102593,-88.2386162,2/6/2017 14:24
1486391083,40,40.1025849,-88.2386108,2/6/2017 14:24
1486391084,25,40.1025849,-88.2386108,2/6/2017 14:24
1486391085,39,40.1025849,-88.2386108,2/6/2017 14:24
1486391086,26,40.1025849,-88.2386108,2/6/2017 14:24
1486391087,25,40.102592,-88.2386193,2/6/2017 14:24
1486391088,31,40.102592,-88.2386193,2/6/2017 14:24
1486391089,36,40.1025981,-88.2386293,2/6/2017 14:24
1486391090,29,40.1025981,-88.2386293,2/6/2017 14:24
1486391091,32,40.1025981,-88.2386293,2/6/2017 14:24
1486391093,33,40.1025981,-88.2386293,2/6/2017 14:24
1486391094,32,40.1025981,-88.2386293,2/6/2017 14:24
1486391095,32,40.1025981,-88.2386293,2/6/2017 14:24
1486391096,37,40.1025981,-88.2386293,2/6/2017 14:24
1486391097,33,40.1025981,-88.2386293,2/6/2017 14:24
1486391098,32,40.1025981,-88.2386293,2/6/2017 14:24
1486391099,35,40.1025981,-88.2386293,2/6/2017 14:24
1486391100,34,40.1025981,-88.2386293,2/6/2017 14:25
1486391101,29,40.1025981,-88.2386293,2/6/2017 14:25
1486391102,28,40.1025981,-88.2386293,2/6/2017 14:25
1486391103,31,40.1025981,-88.2386293,2/6/2017 14:25
1486391104,30,40.1025981,-88.2386293,2/6/2017 14:25
1486391105,38,40.1025981,-88.2386293,2/6/2017 14:25
1486391106,38,40.1025981,-88.2386293,2/6/2017 14:25
1486391107,32,40.1025981,-88.2386293,2/6/2017 14:25
1486391109,21,40.1025981,-88.2386293,2/6/2017 14:25
1486391110,35,40.1025981,-88.2386293,2/6/2017 14:25
